Protein_Gene	RNA_Gene		
IGF2BP1	EIF3D		
IGF2BP1	EIF3E		
IGF2BP1	EIF3F		
IGF2BP1	EIF3G		
IGF2BP1	EIF3H		
IGF2BP1	EIF3I		
IGF2BP1	EIF3J		
IGF2BP1	EIF3K		
IGF2BP1	EIF3L		
IGF2BP1	EIF3M		
IGF2BP1	EIF4A1		
IGF2BP1	EIF4A2		
IGF2BP1	EIF4A3		
IGF2BP1	EIF4B		
IGF2BP1	EIF4EBP1		
IGF2BP1	EIF4G1		
IGF2BP1	EIF4G2		
IGF2BP1	EIF4G3		
IGF2BP1	EIF4H		
IGF2BP1	EIF5		
IGF2BP1	EIF5A		
IGF2BP1	EIF5B		
IGF2BP1	EIF6		
IGF2BP1	ELAC2		
IGF2BP1	ELF1		
IGF2BP1	ELK1		
IGF2BP1	ELMOD2		
IGF2BP1	ELMSAN1		
IGF2BP1	ELOVL4		
IGF2BP1	ELOVL5		
IGF2BP1	ELP2		
IGF2BP1	ELP3		
IGF2BP1	ELP5		
IGF2BP1	EMC7		
IGF2BP1	EMC8		
IGF2BP1	EMD		
IGF2BP1	EMG1		
IGF2BP1	EML4		
IGF2BP1	ENAH		
IGF2BP1	ENO1		
IGF2BP1	ENO2		
IGF2BP1	ENOX2		
IGF2BP1	ENTHD2		
IGF2BP1	ENTPD4		
IGF2BP1	ENTPD5		
IGF2BP1	ENTPD6		
IGF2BP1	ENY2		
IGF2BP1	EP300		
IGF2BP1	EP400		
IGF2BP1	EPB41		
IGF2BP1	EPB41L2		
IGF2BP1	EPB41L3		
IGF2BP1	EPC2		
IGF2BP1	EPHA4		
IGF2BP1	EPHX1		
IGF2BP1	EPN1		
IGF2BP1	EPRS		
IGF2BP1	EPS15		
IGF2BP1	EPS15L1		
IGF2BP1	ERAL1		
IGF2BP1	ERBB2IP		
IGF2BP1	ERCC1		
IGF2BP1	ERCC3		
IGF2BP1	ERCC6L		
IGF2BP1	ERF		
IGF2BP1	ERGIC3		
IGF2BP1	ERH		
IGF2BP1	ERI2		
IGF2BP1	ERI3		
IGF2BP1	ERICH1		
IGF2BP1	ERLIN1		
IGF2BP1	ERMP1		
IGF2BP1	ERVK3-1		
IGF2BP1	ESD		
IGF2BP1	ESPL1		
IGF2BP1	ESYT1		
IGF2BP1	ESYT2		
IGF2BP1	ETF1		
IGF2BP1	ETFA		
IGF2BP1	ETNK1		
IGF2BP1	ETS2		
IGF2BP1	EVL		
IGF2BP1	EWSR1		
IGF2BP1	EXOC4		
IGF2BP1	EXOC6B		
IGF2BP1	EXOC7		
IGF2BP1	EXOC8		
IGF2BP1	EXOSC10		
IGF2BP1	EXOSC2		
IGF2BP1	EXOSC5		
IGF2BP1	EXOSC8		
IGF2BP1	EXTL2		
IGF2BP1	EYA4		
IGF2BP1	EZH2		
IGF2BP1	EZR		
IGF2BP1	FAAP20		
IGF2BP1	FADS1		
IGF2BP1	FAF1		
IGF2BP1	FAM102B		
IGF2BP1	FAM104A		
IGF2BP1	FAM107B		
IGF2BP1	FAM120A		
IGF2BP1	FAM120AOS		
IGF2BP1	FAM120C		
IGF2BP1	FAM122B		
IGF2BP1	FAM127A		
IGF2BP1	FAM127B		
IGF2BP1	FAM132B		
IGF2BP1	FAM136A		
IGF2BP1	FAM160B2		
IGF2BP1	FAM168A		
IGF2BP1	FAM168B		
IGF2BP1	FAM169A		
IGF2BP1	FAM171A1		
IGF2BP1	FAM172A		
IGF2BP1	FAM188A		
IGF2BP1	FAM189B		
IGF2BP1	FAM192A		
IGF2BP1	FAM193A		
IGF2BP1	FAM199X		
IGF2BP1	FAM200B		
IGF2BP1	FAM206A		
IGF2BP1	FAM208B		
IGF2BP1	FAM20B		
IGF2BP1	FAM219B		
IGF2BP1	FAM222B		
IGF2BP1	FAM234A		
IGF2BP1	FAM35A		
IGF2BP1	FAM3A		
IGF2BP1	FAM53B		
IGF2BP1	FAM57A		
IGF2BP1	FAM60A		
IGF2BP1	FAM65A		
IGF2BP1	FAM83D		
IGF2BP1	FAM8A1		
IGF2BP1	FAM96A		
IGF2BP1	FANCD2		
IGF2BP1	FANCE		
IGF2BP1	FAR1		
IGF2BP1	FARP2		
IGF2BP1	FARSA		
IGF2BP1	FARSB		
IGF2BP1	FAS		
IGF2BP1	FASN		
IGF2BP1	FASTKD3		
IGF2BP1	FAT1		
IGF2BP1	FBL		
IGF2BP1	FBN2		
IGF2BP1	FBRS		
IGF2BP1	FBXL19		
IGF2BP1	FBXL3		
IGF2BP1	FBXL5		
IGF2BP1	FBXO16		
IGF2BP1	FBXO17		
IGF2BP1	FBXO21		
IGF2BP1	FBXO22		
IGF2BP1	FBXO28		
IGF2BP1	FBXO31		
IGF2BP1	FBXO34		
IGF2BP1	FBXO7		
IGF2BP1	FBXW11		
IGF2BP1	FBXW4		
IGF2BP1	FBXW7		
IGF2BP1	FDFT1		
IGF2BP1	FDPS		
IGF2BP1	FDX1		
IGF2BP1	FECH		
IGF2BP1	FEM1B		
IGF2BP1	FEN1		
IGF2BP1	FERMT2		
IGF2BP1	FGF2		
IGF2BP1	FGFR3		
IGF2BP1	FGFRL1		
IGF2BP1	FHL1		
IGF2BP1	FIGNL1		
IGF2BP1	FIP1L1		
IGF2BP1	FKBP10		
IGF2BP1	FKBP1A		
IGF2BP1	FKBP4		
IGF2BP1	FKBP8		
IGF2BP1	FLAD1		
IGF2BP1	FLII		
IGF2BP1	FLNA		
IGF2BP1	FLOT2		
IGF2BP1	FMR1		
IGF2BP1	FNBP1		
IGF2BP1	FNBP1L		
IGF2BP1	FNBP4		
IGF2BP1	FNTA		
IGF2BP1	FNTB		
IGF2BP1	FOXA1		
IGF2BP1	FOXC1		
IGF2BP1	FOXF2		
IGF2BP1	FOXJ3		
IGF2BP1	FOXK1		
IGF2BP1	FOXK2		
IGF2BP1	FOXO1		
IGF2BP1	FOXO3		
IGF2BP1	FOXP1		
IGF2BP1	FOXP2		
IGF2BP1	FOXRED2		
IGF2BP1	FRMD6		
IGF2BP1	FRS2		
IGF2BP1	FSCN1		
IGF2BP1	FSTL1		
IGF2BP1	FTH1		
IGF2BP1	FTL		
IGF2BP1	FTSJ1		
IGF2BP1	FUBP1		
IGF2BP1	FUBP3		
IGF2BP1	FUCA2		
IGF2BP1	FUS		
IGF2BP1	FUT10		
IGF2BP1	FUZ		
IGF2BP1	FXR1		
IGF2BP1	FXR2		
IGF2BP1	FXYD5		
IGF2BP1	FYN		
IGF2BP1	FZR1		
IGF2BP1	G3BP1		
IGF2BP1	G3BP2		
IGF2BP1	G6PC3		
IGF2BP1	G6PD		
IGF2BP1	GABARAP		
IGF2BP1	GABARAPL1		
IGF2BP1	GABPA		
IGF2BP1	GABPB1		
IGF2BP1	GABRB3		
IGF2BP1	GAK		
IGF2BP1	GALNT1		
IGF2BP1	GALNT2		
IGF2BP1	GANAB		
IGF2BP1	GAPDH		
IGF2BP1	GARS		
IGF2BP1	GART		
IGF2BP1	GAS2L3		
IGF2BP1	GAS5		
IGF2BP1	GATAD2B		
IGF2BP1	GBF1		
IGF2BP1	GCC2		
IGF2BP1	GCN1		
IGF2BP1	GDE1		
IGF2BP1	GDI1		
IGF2BP1	GDI2		
IGF2BP1	GEMIN4		
IGF2BP1	GEMIN5		
IGF2BP1	GEN1		
IGF2BP1	GFER		
IGF2BP1	GFM2		
IGF2BP1	GGA2		
IGF2BP1	GGA3		
IGF2BP1	GGCT		
IGF2BP1	GGH		
IGF2BP1	GGPS1		
IGF2BP1	GHITM		
IGF2BP1	GID8		
IGF2BP1	GIGYF2		
IGF2BP1	GINS1		
IGF2BP1	GIT1		
IGF2BP1	GJA1		
IGF2BP1	GJC1		
IGF2BP1	GLA		
IGF2BP1	GLB1		
IGF2BP1	GLE1		
IGF2BP1	GLG1		
IGF2BP1	GLI3		
IGF2BP1	GLO1		
IGF2BP1	GLOD4		
IGF2BP1	GLRX3		
IGF2BP1	GLT8D1		
IGF2BP1	GLUD1		
IGF2BP1	GLUL		
IGF2BP1	GLYR1		
IGF2BP1	GMCL1		
IGF2BP1	GMFB		
IGF2BP1	GMNN		
IGF2BP1	GMPPB		
IGF2BP1	GMPR2		
IGF2BP1	GNA11		
IGF2BP1	GNA12		
IGF2BP1	GNA13		
IGF2BP1	GNAI1		
IGF2BP1	GNAQ		
IGF2BP1	GNAS		
IGF2BP1	GNB1		
IGF2BP1	GNB2		
IGF2BP1	GNB2L1		
IGF2BP1	GNL2		
IGF2BP1	GNL3		
IGF2BP1	GNPAT		
IGF2BP1	GNPDA1		
IGF2BP1	GNPDA2		
IGF2BP1	GOLGA3		
IGF2BP1	GOLGA4		
IGF2BP1	GOLGA7		
IGF2BP1	GOLGB1		
IGF2BP1	GOLIM4		
IGF2BP1	GOLM1		
IGF2BP1	GOLPH3		
IGF2BP1	GOLPH3L		
IGF2BP1	GORASP1		
IGF2BP1	GORASP2		
IGF2BP1	GOSR2		
IGF2BP1	GPBP1		
IGF2BP1	GPBP1L1		
IGF2BP1	GPC1		
IGF2BP1	GPC6		
IGF2BP1	GPI		
IGF2BP1	GPR107		
IGF2BP1	GPR108		
IGF2BP1	GPS1		
IGF2BP1	GPS2		
IGF2BP1	GPSM2		
IGF2BP1	GPT2		
IGF2BP1	GPX1		
IGF2BP1	GPX4		
IGF2BP1	GRAMD1A		
IGF2BP1	GRB10		
IGF2BP1	GREB1L		
IGF2BP1	GRHPR		
IGF2BP1	GRINA		
IGF2BP1	GRK6		
IGF2BP1	GRPEL2		
IGF2BP1	GRSF1		
IGF2BP1	GS1-358P8.4		
IGF2BP1	GSE1		
IGF2BP1	GSK3A		
IGF2BP1	GSKIP		
IGF2BP1	GSPT1		
IGF2BP1	GSR		
IGF2BP1	GTF2A1		
IGF2BP1	GTF2F1		
IGF2BP1	GTF2H3		
IGF2BP1	GTF3A		
IGF2BP1	GTF3C1		
IGF2BP1	GTF3C2		
IGF2BP1	GTF3C3		
IGF2BP1	GTF3C4		
IGF2BP1	GTF3C5		
IGF2BP1	GTPBP4		
IGF2BP1	GUCD1		
IGF2BP1	GUCY1B3		
IGF2BP1	GXYLT2		
IGF2BP1	GYS1		
IGF2BP1	GZF1		
IGF2BP1	H1F0		
IGF2BP1	H2AFV		
IGF2BP1	H2AFX		
IGF2BP1	H2AFY		
IGF2BP1	H2AFY2		
IGF2BP1	H2AFZ		
IGF2BP1	H2BFS		
IGF2BP1	H3F3A		
IGF2BP1	H3F3B		
IGF2BP1	HACD3		
IGF2BP1	HADHB		
IGF2BP1	HAGLR		
IGF2BP1	HAUS5		
IGF2BP1	HAX1		
IGF2BP1	HBS1L		
IGF2BP1	HCFC1		
IGF2BP1	HCFC1R1		
IGF2BP1	HCFC2		
IGF2BP1	HDAC1		
IGF2BP1	HDAC2		
IGF2BP1	HDAC5		
IGF2BP1	HDDC2		
IGF2BP1	HDGF		
IGF2BP1	HDHD2		
IGF2BP1	HDLBP		
IGF2BP1	HEATR1		
IGF2BP1	HEBP2		
IGF2BP1	HELLS		
IGF2BP1	HELZ		
IGF2BP1	HERPUD1		
IGF2BP1	HERPUD2		
IGF2BP1	HEXA		
IGF2BP1	HEXB		
IGF2BP1	HEXIM1		
IGF2BP1	HGS		
IGF2BP1	HIC2		
IGF2BP1	HIF1AN		
IGF2BP1	HINT1		
IGF2BP1	HINT2		
IGF2BP1	HIPK1		
IGF2BP1	HIPK2		
IGF2BP1	HIST1H1C		
IGF2BP1	HIST1H1D		
IGF2BP1	HIST1H1E		
IGF2BP1	HIST1H2AC		
IGF2BP1	HIST1H2AD		
IGF2BP1	HIST1H2AG		
IGF2BP1	HIST1H2AH		
IGF2BP1	HIST1H2AI		
IGF2BP1	HIST1H2BF		
IGF2BP1	HIST1H2BJ		
IGF2BP1	HIST1H2BK		
IGF2BP1	HIST1H2BL		
IGF2BP1	HIST1H2BN		
IGF2BP1	HIST1H2BO		
IGF2BP1	HIST1H3B		
IGF2BP1	HIST1H3H		
IGF2BP1	HIST1H4A		
IGF2BP1	HIST1H4B		
IGF2BP1	HIST1H4D		
IGF2BP1	HIST1H4E		
IGF2BP1	HIST1H4H		
IGF2BP1	HIST2H2AB		
IGF2BP1	HIST2H2AC		
IGF2BP1	HIST2H2BE		
IGF2BP1	HIST2H2BF		
IGF2BP1	HJURP		
IGF2BP1	HM13		
IGF2BP1	HMCES		
IGF2BP1	HMG20A		
IGF2BP1	HMGA1		
IGF2BP1	HMGA2		
IGF2BP1	HMGB1		
IGF2BP1	HMGB2		
IGF2BP1	HMGB3		
IGF2BP1	HMGCR		
IGF2BP1	HMGN1		
IGF2BP1	HMGN2		
IGF2BP1	HMGN4		
IGF2BP1	HMGXB4		
IGF2BP1	HMMR		
IGF2BP1	HN1		
IGF2BP1	HN1L		
IGF2BP1	HNRNPA1		
IGF2BP1	HNRNPA2B1		
IGF2BP1	HNRNPA3		
IGF2BP1	HNRNPAB		
IGF2BP1	HNRNPC		
IGF2BP1	HNRNPD		
IGF2BP1	HNRNPDL		
IGF2BP1	HNRNPF		
IGF2BP1	HNRNPH1		
IGF2BP1	HNRNPH3		
IGF2BP1	HNRNPK		
IGF2BP1	HNRNPL		
IGF2BP1	HNRNPM		
IGF2BP1	HNRNPR		
IGF2BP1	HNRNPU		
IGF2BP1	HNRNPUL1		
IGF2BP1	HOMER1		
IGF2BP1	HOMER2		
IGF2BP1	HOOK1		
IGF2BP1	HOXA10		
IGF2BP1	HOXA13		
IGF2BP1	HOXA3		
IGF2BP1	HOXA5		
IGF2BP1	HOXA6		
IGF2BP1	HOXA9		
IGF2BP1	HOXB3		
IGF2BP1	HOXB9		
IGF2BP1	HOXB-AS3		
IGF2BP1	HOXC6		
IGF2BP1	HOXD10		
IGF2BP1	HOXD11		
IGF2BP1	HOXD13		
IGF2BP1	HP1BP3		
IGF2BP1	HPS1		
IGF2BP1	HS1BP3		
IGF2BP1	HS2ST1		
IGF2BP1	HS6ST2		
IGF2BP1	HSBP1		
IGF2BP1	HSD17B10		
IGF2BP1	HSD17B12		
IGF2BP1	HSD17B4		
IGF2BP1	HSDL1		
IGF2BP1	HSDL2		
IGF2BP1	HSF1		
IGF2BP1	HSF2		
IGF2BP1	HSP90AB1		
IGF2BP1	HSP90B1		
IGF2BP1	HSPA13		
IGF2BP1	HSPA14		
IGF2BP1	HSPA4		
IGF2BP1	HSPA5		
IGF2BP1	HSPA8		
IGF2BP1	HSPA9		
IGF2BP1	HSPB1		
IGF2BP1	HSPBP1		
IGF2BP1	HSPD1		
IGF2BP1	HSPE1		
IGF2BP1	HSPH1		
IGF2BP1	HTATIP2		
IGF2BP1	HTATSF1		
IGF2BP1	HUS1		
IGF2BP1	HUWE1		
IGF2BP1	HYOU1		
IGF2BP1	IARS		
IGF2BP1	IARS2		
IGF2BP1	ICE1		
IGF2BP1	ICT1		
IGF2BP1	IDE		
IGF2BP1	IDH3A		
IGF2BP1	IDH3B		
IGF2BP1	IDI1		
IGF2BP1	IFRD1		
IGF2BP1	IFT52		
IGF2BP1	IFT57		
IGF2BP1	IGF1R		
IGF2BP1	IGF2BP1		
IGF2BP1	IGF2BP2		
IGF2BP1	IGF2BP3		
IGF2BP1	IK		
IGF2BP1	IL6ST		
IGF2BP1	ILF2		
IGF2BP1	ILF3		
IGF2BP1	IMMT		
IGF2BP1	IMP4		
IGF2BP1	IMPA1		
IGF2BP1	IMPDH1		
IGF2BP1	IMPDH2		
IGF2BP1	INADL		
IGF2BP1	INCENP		
IGF2BP1	ING5		
IGF2BP1	INO80D		
IGF2BP1	INO80E		
IGF2BP1	INPPL1		
IGF2BP1	INSIG1		
IGF2BP1	INTS12		
IGF2BP1	INTS6		
IGF2BP1	INTS7		
IGF2BP1	IP6K1		
IGF2BP1	IPMK		
IGF2BP1	IPO11		
IGF2BP1	IPO4		
IGF2BP1	IPO5		
IGF2BP1	IPO8		
IGF2BP1	IPO9		
IGF2BP1	IPP		
IGF2BP1	IQCJ-SCHIP1		
IGF2BP1	IQGAP1		
IGF2BP1	IQGAP3		
IGF2BP1	IRAK1		
IGF2BP1	IRF2BP2		
IGF2BP1	IRS4		
IGF2BP1	ISCU		
IGF2BP1	ISG20L2		
IGF2BP1	ISOC1		
IGF2BP1	IST1		
IGF2BP1	ISYNA1		
IGF2BP1	ITCH		
IGF2BP1	ITFG1		
IGF2BP1	ITGB1		
IGF2BP1	ITGB1BP1		
IGF2BP1	ITGB3BP		
IGF2BP1	ITM2C		
IGF2BP1	ITPK1		
IGF2BP1	IVD		
IGF2BP1	IVNS1ABP		
IGF2BP1	IWS1		
IGF2BP1	JAGN1		
IGF2BP1	JAM3		
IGF2BP1	JARID2		
IGF2BP1	JMJD1C		
IGF2BP1	JMJD8		
IGF2BP1	JOSD1		
IGF2BP1	JPH1		
IGF2BP1	JTB		
IGF2BP1	JUN		
IGF2BP1	JUND		
IGF2BP1	JUP		
IGF2BP1	KANSL1		
IGF2BP1	KANSL2		
IGF2BP1	KARS		
IGF2BP1	KAT2A		
IGF2BP1	KAT5		
IGF2BP1	KAT6A		
IGF2BP1	KAT7		
IGF2BP1	KAT8		
IGF2BP1	KCMF1		
IGF2BP1	KCNK4		
IGF2BP1	KCTD10		
IGF2BP1	KCTD13		
IGF2BP1	KCTD15		
IGF2BP1	KCTD2		
IGF2BP1	KDELC2		
IGF2BP1	KDELR1		
IGF2BP1	KDELR2		
IGF2BP1	KDELR3		
IGF2BP1	KDM1A		
IGF2BP1	KDM2B		
IGF2BP1	KDM3B		
IGF2BP1	KDM4A		
IGF2BP1	KDM5A		
IGF2BP1	KDM5C		
IGF2BP1	KDM6A		
IGF2BP1	KDSR		
IGF2BP1	KHDRBS1		
IGF2BP1	KHSRP		
IGF2BP1	KIAA0100		
IGF2BP1	KIAA0232		
IGF2BP1	KIAA0907		
IGF2BP1	KIAA0930		
IGF2BP1	KIAA1033		
IGF2BP1	KIAA1429		
IGF2BP1	KIAA1522		
IGF2BP1	KIAA1524		
IGF2BP1	KIAA1551		
IGF2BP1	KIAA1586		
IGF2BP1	KIAA1715		
IGF2BP1	KIF15		
IGF2BP1	KIF18B		
IGF2BP1	KIF1A		
IGF2BP1	KIF1C		
IGF2BP1	KIF20A		
IGF2BP1	KIF20B		
IGF2BP1	KIF22		
IGF2BP1	KIF23		
IGF2BP1	KIF26A		
IGF2BP1	KIF2A		
IGF2BP1	KIF3A		
IGF2BP1	KIF3C		
IGF2BP1	KIF5B		
IGF2BP1	KLC1		
IGF2BP1	KLC2		
IGF2BP1	KLF10		
IGF2BP1	KLF11		
IGF2BP1	KLF13		
IGF2BP1	KLF6		
IGF2BP1	KLF9		
IGF2BP1	KLHL11		
IGF2BP1	KLHL12		
IGF2BP1	KLHL15		
IGF2BP1	KLHL18		
IGF2BP1	KLHL20		
IGF2BP1	KLHL23		
IGF2BP1	KLHL24		
IGF2BP1	KLHL9		
IGF2BP1	KMT2A		
IGF2BP1	KMT2B		
IGF2BP1	KMT2C		
IGF2BP1	KMT2D		
IGF2BP1	KMT2E		
IGF2BP1	KNOP1		
IGF2BP1	KNSTRN		
IGF2BP1	KPNA1		
IGF2BP1	KPNA2		
IGF2BP1	KPNA3		
IGF2BP1	KPNA4		
IGF2BP1	KPNA6		
IGF2BP1	KPNB1		
IGF2BP1	KRAS		
IGF2BP1	KRR1		
IGF2BP1	KXD1		
IGF2BP1	LAGE3		
IGF2BP1	LAMB1		
IGF2BP1	LAMC1		
IGF2BP1	LAMP1		
IGF2BP1	LAMTOR1		
IGF2BP1	LANCL1		
IGF2BP1	LAPTM4A		
IGF2BP1	LARP1		
IGF2BP1	LARP4		
IGF2BP1	LARP4B		
IGF2BP1	LARS		
IGF2BP1	LATS1		
IGF2BP1	LBR		
IGF2BP1	LCOR		
IGF2BP1	LDB1		
IGF2BP1	LDHA		
IGF2BP1	LDHB		
IGF2BP1	LDOC1		
IGF2BP1	LEF1		
IGF2BP1	LEMD2		
IGF2BP1	LENG8		
IGF2BP1	LGALSL		
IGF2BP1	LGR4		
IGF2BP1	LHFPL2		
IGF2BP1	LIG3		
IGF2BP1	LIMA1		
IGF2BP1	LIMD1-AS1		
IGF2BP1	LIMK2		
IGF2BP1	LIN7A		
IGF2BP1	LINC00657		
IGF2BP1	LINC00894		
IGF2BP1	LINC01278		
IGF2BP1	LINC01515		
IGF2BP1	LINC01578		
IGF2BP1	LITAF		
IGF2BP1	LMAN1		
IGF2BP1	LMBR1		
IGF2BP1	LMNB1		
IGF2BP1	LMNB2		
IGF2BP1	LMTK2		
IGF2BP1	LNPEP		
IGF2BP1	LONRF1		
IGF2BP1	LPCAT3		
IGF2BP1	LPP		
IGF2BP1	LRP11		
IGF2BP1	LRP6		
IGF2BP1	LRPPRC		
IGF2BP1	LRR1		
IGF2BP1	LRRC41		
IGF2BP1	LRRC47		
IGF2BP1	LRRC59		
IGF2BP1	LRRC61		
IGF2BP1	LRRC75A-AS1		
IGF2BP1	LRRC8A		
IGF2BP1	LRRC8D		
IGF2BP1	LRRFIP2		
IGF2BP1	LSM1		
IGF2BP1	LSM12		
IGF2BP1	LSM14A		
IGF2BP1	LSM14B		
IGF2BP1	LSM4		
IGF2BP1	LSR		
IGF2BP1	LTA4H		
IGF2BP1	LTN1		
IGF2BP1	LUC7L		
IGF2BP1	LUC7L2		
IGF2BP1	LUC7L3		
IGF2BP1	LYSMD3		
IGF2BP1	LZIC		
IGF2BP1	M6PR		
IGF2BP1	MACF1		
IGF2BP1	MAD2L1		
IGF2BP1	MAD2L2		
IGF2BP1	MADD		
IGF2BP1	MAF1		
IGF2BP1	MAGED2		
IGF2BP1	MAGI1		
IGF2BP1	MAGI3		
IGF2BP1	MAK16		
IGF2BP1	MALAT1		
IGF2BP1	MAML1		
IGF2BP1	MAN1A1		
IGF2BP1	MAN1A2		
IGF2BP1	MAN2A2		
IGF2BP1	MANEA		
IGF2BP1	MAP1B		
IGF2BP1	MAP1LC3B		
IGF2BP1	MAP2K1		
IGF2BP1	MAP2K4		
IGF2BP1	MAP3K1		
IGF2BP1	MAP3K2		
IGF2BP1	MAP4		
IGF2BP1	MAP4K4		
IGF2BP1	MAP7		
IGF2BP1	MAP7D1		
IGF2BP1	MAP7D3		
IGF2BP1	MAP9		
IGF2BP1	MAPK1		
IGF2BP1	MAPK14		
IGF2BP1	MAPK8		
IGF2BP1	MAPKAP1		
IGF2BP1	MAPKAPK5		
IGF2BP1	MAPRE1		
IGF2BP1	MARCH1		
IGF2BP1	MARCH6		
IGF2BP1	MARCH7		
IGF2BP1	MARCKS		
IGF2BP1	MARCKSL1		
IGF2BP1	MARK2		
IGF2BP1	MARK4		
IGF2BP1	MARS		
IGF2BP1	MAST3		
IGF2BP1	MASTL		
IGF2BP1	MAT2A		
IGF2BP1	MATR3		
IGF2BP1	MAU2		
IGF2BP1	MAX		
IGF2BP1	MAZ		
IGF2BP1	MBD1		
IGF2BP1	MBD2		
IGF2BP1	MBD3		
IGF2BP1	MBD4		
IGF2BP1	MBD5		
IGF2BP1	MBD6		
IGF2BP1	MBIP		
IGF2BP1	MBNL1		
IGF2BP1	MBNL3		
IGF2BP1	MBOAT2		
IGF2BP1	MBOAT7		
IGF2BP1	MBTPS1		
IGF2BP1	MCCC2		
IGF2BP1	MCL1		
IGF2BP1	MCM10		
IGF2BP1	MCM2		
IGF2BP1	MCM3		
IGF2BP1	MCM4		
IGF2BP1	MCM5		
IGF2BP1	MCM6		
IGF2BP1	MCM7		
IGF2BP1	MCRS1		
IGF2BP1	MCU		
IGF2BP1	MDH1		
IGF2BP1	MDH2		
IGF2BP1	MDK		
IGF2BP1	MDM2		
IGF2BP1	MDM4		
IGF2BP1	ME1		
IGF2BP1	MEAF6		
IGF2BP1	MECOM		
IGF2BP1	MED12L		
IGF2BP1	MED13L		
IGF2BP1	MED14		
IGF2BP1	MED15		
IGF2BP1	MED16		
IGF2BP1	MED20		
IGF2BP1	MED21		
IGF2BP1	MED24		
IGF2BP1	MED25		
IGF2BP1	MED27		
IGF2BP1	MED28		
IGF2BP1	MEIS2		
IGF2BP1	MELK		
IGF2BP1	MEN1		
IGF2BP1	MEPCE		
IGF2BP1	MESDC1		
IGF2BP1	MET		
IGF2BP1	METAP1		
IGF2BP1	METAP2		
IGF2BP1	METTL23		
IGF2BP1	METTL4		
IGF2BP1	METTL5		
IGF2BP1	METTL8		
IGF2BP1	METTL9		
IGF2BP1	MEX3C		
IGF2BP1	MEX3D		
IGF2BP1	MFAP1		
IGF2BP1	MFAP3		
IGF2BP1	MFF		
IGF2BP1	MFHAS1		
IGF2BP1	MFN2		
IGF2BP1	MFSD10		
IGF2BP1	MGA		
IGF2BP1	MGAT4B		
IGF2BP1	MGEA5		
IGF2BP1	MGME1		
IGF2BP1	MGRN1		
IGF2BP1	MIB1		
IGF2BP1	MID1		
IGF2BP1	MIEF1		
IGF2BP1	MIER3		
IGF2BP1	MIF		
IGF2BP1	MIR17HG		
IGF2BP1	MIR22HG		
IGF2BP1	MIR320A		
IGF2BP1	MIR663AHG		
IGF2BP1	MIS18BP1		
IGF2BP1	MKI67		
IGF2BP1	MKKS		
IGF2BP1	MKLN1		
IGF2BP1	MKNK2		
IGF2BP1	MKRN2		
IGF2BP1	MLEC		
IGF2BP1	MLF2		
IGF2BP1	MLLT1		
IGF2BP1	MLLT10		
IGF2BP1	MLLT4		
IGF2BP1	MLST8		
IGF2BP1	MLXIP		
IGF2BP1	MNAT1		
IGF2BP1	MNX1		
IGF2BP1	MOB4		
IGF2BP1	MOCS2		
IGF2BP1	MON1B		
IGF2BP1	MORC2		
IGF2BP1	MORF4L1		
IGF2BP1	MORF4L2		
IGF2BP1	MORN2		
IGF2BP1	MOV10		
IGF2BP1	MPHOSPH9		
IGF2BP1	MPI		
IGF2BP1	MPRIP		
IGF2BP1	MPV17		
IGF2BP1	MPZL1		
IGF2BP1	MRFAP1		
IGF2BP1	MRGBP		
IGF2BP1	MRI1		
IGF2BP1	MRPL11		
IGF2BP1	MRPL18		
IGF2BP1	MRPL19		
IGF2BP1	MRPL20		
IGF2BP1	MRPL33		
IGF2BP1	MRPL37		
IGF2BP1	MRPL38		
IGF2BP1	MRPL39		
IGF2BP1	MRPL43		
IGF2BP1	MRPL49		
IGF2BP1	MRPL51		
IGF2BP1	MRPL53		
IGF2BP1	MRPL54		
IGF2BP1	MRPL9		
IGF2BP1	MRPS14		
IGF2BP1	MRPS2		
IGF2BP1	MRPS26		
IGF2BP1	MRPS35		
IGF2BP1	MRPS6		
IGF2BP1	MRPS7		
IGF2BP1	MRPS9		
IGF2BP1	MRRF		
IGF2BP1	MSANTD2		
IGF2BP1	MSANTD4		
IGF2BP1	MSH2		
IGF2BP1	MSI1		
IGF2BP1	MSL2		
IGF2BP1	MSTO1		
IGF2BP1	MSX1		
IGF2BP1	MTA1		
IGF2BP1	MTA2		
IGF2BP1	MTA3		
IGF2BP1	MTCH1		
IGF2BP1	MTCH2		
IGF2BP1	MT-CO3		
IGF2BP1	MTDH		
IGF2BP1	MTF2		
IGF2BP1	MTFP1		
IGF2BP1	MTHFD1		
IGF2BP1	MTHFD1L		
IGF2BP1	MTHFD2		
IGF2BP1	MTMR1		
IGF2BP1	MTMR3		
IGF2BP1	MTMR4		
IGF2BP1	MTMR6		
IGF2BP1	MTPN		
IGF2BP1	MTRF1L		
IGF2BP1	MT-RNR2		
IGF2BP1	MTRNR2L12		
IGF2BP1	MTRNR2L8		
IGF2BP1	MTRR		
IGF2BP1	MTSS1L		
IGF2BP1	MT-TM		
IGF2BP1	MTUS1		
IGF2BP1	MTUS2		
IGF2BP1	MTX2		
IGF2BP1	MUS81		
IGF2BP1	MXD1		
IGF2BP1	MXD4		
IGF2BP1	MXI1		
IGF2BP1	MXRA7		
IGF2BP1	MYBL2		
IGF2BP1	MYC		
